id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1477,Listing 1477,5704,Host450,Queens,Flushing,40.52099,-73.84731,Private room,85.52,30,19,2023-06-15,0.88,3,189
1478,Listing 1478,9212,Host399,Manhattan,Chelsea,40.61663,-73.93565,Entire home/apt,238.18,1,19,2023-06-15,1.72,7,262
1479,Listing 1479,7830,Host75,Queens,Flushing,40.62985,-73.83206,Entire home/apt,27.37,1,22,2023-06-15,0.02,1,21
1480,Listing 1480,4079,Host448,Brooklyn,Williamsburg,40.68008,-73.77863,Private room,115.24,1,15,2023-06-15,1.09,7,130
1481,Listing 1481,9079,Host476,Brooklyn,Williamsburg,40.5287,-73.87983,Entire home/apt,153.52,2,16,2023-06-15,1.18,6,286
1482,Listing 1482,7935,Host221,Brooklyn,Bedford-Stuyvesant,40.85886,-73.94762,Shared room,94.12,2,17,2023-06-15,3.2,6,5
1483,Listing 1483,5941,Host139,Queens,Flushing,40.87463,-73.98427,Entire home/apt,162.21,2,16,2023-06-15,1.53,5,141
1484,Listing 1484,4518,Host263,Manhattan,SoHo,40.85542,-73.70325,Entire home/apt,231.32,2,23,2023-06-15,0.21,3,156
1485,Listing 1485,8684,Host66,Manhattan,Chelsea,40.74095,-73.84428,Private room,118.23,1,21,2023-06-15,2.8,5,316
1486,Listing 1486,2290,Host107,Queens,Flushing,40.74814,-73.80326,Entire home/apt,109.55,1,18,2023-06-15,0.36,8,65
1487,Listing 1487,6720,Host438,Brooklyn,Bushwick,40.74152,-73.8646,Entire home/apt,200.16,30,23,2023-06-15,2.28,4,273
1488,Listing 1488,7438,Host396,Manhattan,Harlem,40.5498,-73.87376,Private room,170.8,1,21,2023-06-15,0.19,7,35
1489,Listing 1489,4157,Host451,Manhattan,Chelsea,40.89273,-74.01771,Entire home/apt,191.38,1,13,2023-06-15,0.12,4,195
1490,Listing 1490,3329,Host139,Manhattan,Upper West Side,40.79338,-74.0279,Entire home/apt,211.53,2,30,2023-06-15,2.87,5,214
1491,Listing 1491,5709,Host426,Manhattan,Chelsea,40.72905,-73.95135,Entire home/apt,207.16,30,18,2023-06-15,0.14,9,364
1492,Listing 1492,1390,Host83,Manhattan,SoHo,40.78095,-74.00264,Private room,147.51,2,24,2023-06-15,0.86,8,10
1493,Listing 1493,4709,Host115,Brooklyn,Williamsburg,40.62268,-73.74971,Private room,30.17,2,15,2023-06-15,3.16,4,75
1494,Listing 1494,3910,Host79,Manhattan,Harlem,40.63087,-73.93115,Entire home/apt,249.17,5,19,2023-06-15,0.32,8,336
1495,Listing 1495,7805,Host153,Queens,Astoria,40.51873,-73.94371,Entire home/apt,161.05,2,15,2023-06-15,0.24,7,159
1496,Listing 1496,7085,Host235,Manhattan,Harlem,40.75242,-73.78502,Private room,134.31,1,22,2023-06-15,0.09,8,62
1497,Listing 1497,8644,Host87,Queens,Long Island City,40.88281,-73.74765,Shared room,20.0,1,14,2023-06-15,0.03,9,250
1498,Listing 1498,2409,Host381,Brooklyn,Bushwick,40.65426,-74.02432,Entire home/apt,191.04,5,21,2023-06-15,2.7,4,311
1499,Listing 1499,1305,Host361,Manhattan,Chelsea,40.62548,-73.9815,Private room,122.87,2,27,2023-06-15,1.74,1,83
1500,Listing 1500,5808,Host453,Brooklyn,Bushwick,40.86515,-73.81587,Entire home/apt,163.16,2,21,2023-06-15,1.78,2,77
1501,Listing 1501,2290,Host126,Brooklyn,Williamsburg,40.76441,-73.74147,Private room,60.09,1,17,2023-06-15,0.04,8,99
1502,Listing 1502,7637,Host353,Queens,Long Island City,40.88614,-73.77236,Entire home/apt,130.3,1,20,2023-06-15,0.02,7,9
1503,Listing 1503,3489,Host65,Brooklyn,Bedford-Stuyvesant,40.87856,-73.74748,Private room,78.8,1,24,2023-06-15,0.82,9,165
1504,Listing 1504,3328,Host286,Brooklyn,Bushwick,40.68337,-73.72347,Private room,102.18,5,20,2023-06-15,1.0,4,270
1505,Listing 1505,2561,Host180,Manhattan,SoHo,40.55336,-73.73795,Entire home/apt,289.04,1,21,2023-06-15,1.15,8,59
1506,Listing 1506,5964,Host394,Bronx,Fordham,40.69513,-73.73309,Entire home/apt,50.91,2,21,2023-06-15,8.59,1,117
1507,Listing 1507,9142,Host234,Brooklyn,Park Slope,40.69749,-73.7406,Private room,126.13,1,11,2023-06-15,1.2,6,340
1508,Listing 1508,7501,Host478,Brooklyn,Bushwick,40.61269,-73.82476,Entire home/apt,175.82,1,20,2023-06-15,0.61,9,300
1509,Listing 1509,4345,Host11,Queens,Long Island City,40.55242,-73.74527,Private room,86.05,1,17,2023-06-15,3.22,5,134
1510,Listing 1510,6721,Host259,Queens,Astoria,40.57749,-73.97198,Entire home/apt,121.32,3,9,2023-06-15,1.12,5,33
1511,Listing 1511,8627,Host387,Brooklyn,Bushwick,40.75446,-73.86216,Entire home/apt,260.41,3,20,2023-06-15,0.11,2,102
1512,Listing 1512,3010,Host192,Brooklyn,Bushwick,40.57284,-73.84608,Private room,184.43,2,14,2023-06-15,3.0,6,69
1513,Listing 1513,4807,Host223,Queens,Astoria,40.835,-73.74958,Entire home/apt,133.88,1,17,2023-06-15,2.53,8,172
1514,Listing 1514,6385,Host22,Bronx,Riverdale,40.76793,-73.90737,Entire home/apt,91.75,1,17,2023-06-15,0.16,5,88
1515,Listing 1515,3084,Host125,Manhattan,Chelsea,40.84465,-73.87135,Private room,107.45,1,21,2023-06-15,1.08,7,365
1516,Listing 1516,4960,Host179,Queens,Long Island City,40.68569,-73.93517,Private room,20.0,2,25,2023-06-15,7.12,4,270
1517,Listing 1517,9796,Host453,Manhattan,SoHo,40.66158,-73.76776,Private room,110.76,3,23,2023-06-15,0.19,5,269
1518,Listing 1518,4521,Host340,Queens,Astoria,40.58963,-73.81632,Private room,166.53,7,19,2023-06-15,0.38,5,349
1519,Listing 1519,6950,Host348,Brooklyn,Bedford-Stuyvesant,40.71505,-73.75838,Private room,83.14,1,16,2023-06-15,3.57,3,14
1520,Listing 1520,4518,Host415,Manhattan,Chelsea,40.64717,-73.83425,Private room,228.76,2,20,2023-06-15,0.76,4,264
1521,Listing 1521,6566,Host386,Manhattan,Harlem,40.64316,-73.76953,Private room,160.32,1,24,2023-06-15,0.96,9,29
1522,Listing 1522,8784,Host287,Staten Island,Tottenville,40.84934,-73.851,Private room,20.0,1,14,2023-06-15,0.91,4,52
1523,Listing 1523,1483,Host6,Manhattan,Chelsea,40.6605,-73.98322,Entire home/apt,257.68,2,29,2023-06-15,0.17,7,57
1524,Listing 1524,7373,Host227,Bronx,Riverdale,40.63798,-73.8144,Entire home/apt,76.07,1,19,2023-06-15,1.38,6,94
1525,Listing 1525,5888,Host74,Manhattan,Upper West Side,40.57155,-73.82257,Entire home/apt,196.36,5,17,2023-06-15,1.57,4,269
1526,Listing 1526,9255,Host239,Queens,Flushing,40.66674,-73.7564,Private room,20.0,2,23,2023-06-15,3.47,8,359
1527,Listing 1527,5610,Host407,Brooklyn,Bushwick,40.58948,-73.79675,Private room,85.56,2,20,2023-06-15,0.28,8,61
1528,Listing 1528,9589,Host495,Brooklyn,Park Slope,40.89552,-73.9824,Entire home/apt,135.65,3,21,2023-06-15,1.2,6,335
1529,Listing 1529,2893,Host131,Brooklyn,Park Slope,40.7437,-73.83667,Private room,64.23,1,25,2023-06-15,0.07,3,295
1530,Listing 1530,7691,Host408,Manhattan,Chelsea,40.77066,-74.0181,Private room,38.06,1,20,2023-06-15,2.36,4,226
1531,Listing 1531,5274,Host453,Brooklyn,Bedford-Stuyvesant,40.65443,-73.89511,Private room,111.55,2,14,2023-06-15,0.08,4,71
1532,Listing 1532,9893,Host293,Brooklyn,Williamsburg,40.55425,-73.91552,Private room,115.69,1,16,2023-06-15,0.69,1,138
1533,Listing 1533,2659,Host367,Brooklyn,Bushwick,40.69348,-73.757,Private room,138.91,1,18,2023-06-15,1.84,5,79
1534,Listing 1534,3605,Host491,Queens,Flushing,40.81331,-74.00405,Entire home/apt,96.78,3,19,2023-06-15,1.43,9,11
1535,Listing 1535,8281,Host407,Manhattan,Chelsea,40.57409,-73.97785,Entire home/apt,301.55,1,15,2023-06-15,6.23,9,129
1536,Listing 1536,6243,Host256,Manhattan,Upper West Side,40.80805,-74.00364,Shared room,57.58,3,25,2023-06-15,4.52,9,285
1537,Listing 1537,4325,Host162,Manhattan,Chelsea,40.54244,-73.91457,Entire home/apt,166.17,2,22,2023-06-15,2.64,8,117
1538,Listing 1538,2177,Host250,Manhattan,Upper West Side,40.81516,-74.038,Private room,204.47,7,28,2023-06-15,0.79,2,11
1539,Listing 1539,8224,Host78,Brooklyn,Williamsburg,40.89548,-73.79987,Entire home/apt,192.7,1,14,2023-06-15,0.42,7,252
1540,Listing 1540,1735,Host340,Brooklyn,Williamsburg,40.72462,-74.03036,Private room,64.3,2,20,2023-06-15,1.38,9,1
1541,Listing 1541,1629,Host352,Brooklyn,Williamsburg,40.80496,-73.99492,Entire home/apt,135.29,3,12,2023-06-15,1.63,7,82
1542,Listing 1542,4804,Host311,Brooklyn,Bushwick,40.66175,-73.87681,Private room,163.0,7,23,2023-06-15,1.45,5,178
1543,Listing 1543,7721,Host96,Manhattan,Chelsea,40.65926,-74.00789,Private room,135.45,1,20,2023-06-15,2.59,9,123
1544,Listing 1544,9208,Host424,Brooklyn,Bushwick,40.65169,-73.72992,Private room,20.0,1,23,2023-06-15,0.71,9,26
1545,Listing 1545,5940,Host155,Manhattan,Upper West Side,40.52318,-73.74237,Shared room,116.65,1,19,2023-06-15,0.1,7,254
1546,Listing 1546,9815,Host174,Manhattan,SoHo,40.82523,-73.78165,Entire home/apt,219.57,3,19,2023-06-15,0.23,2,176
1547,Listing 1547,2560,Host355,Queens,Long Island City,40.71139,-73.70868,Private room,20.0,2,20,2023-06-15,0.09,1,361
1548,Listing 1548,1026,Host42,Brooklyn,Bedford-Stuyvesant,40.59796,-73.96489,Entire home/apt,176.95,2,20,2023-06-15,3.76,5,363
1549,Listing 1549,9391,Host473,Brooklyn,Bedford-Stuyvesant,40.87894,-73.75421,Entire home/apt,175.97,30,23,2023-06-15,0.4,6,253
1550,Listing 1550,3214,Host321,Staten Island,St. George,40.81689,-74.02035,Entire home/apt,154.46,2,14,2023-06-15,4.06,3,229
1551,Listing 1551,9604,Host456,Bronx,Riverdale,40.79751,-74.01173,Private room,67.69,2,24,2023-06-15,2.21,4,29
1552,Listing 1552,7299,Host406,Bronx,Fordham,40.80088,-73.96881,Entire home/apt,20.0,30,20,2023-06-15,0.72,4,339
1553,Listing 1553,1637,Host165,Manhattan,Upper West Side,40.73955,-73.78271,Entire home/apt,200.87,7,17,2023-06-15,0.62,1,76
1554,Listing 1554,6184,Host449,Queens,Long Island City,40.57256,-73.92657,Entire home/apt,95.84,1,18,2023-06-15,0.39,9,119
1555,Listing 1555,2316,Host184,Manhattan,Upper West Side,40.83033,-73.86068,Entire home/apt,197.47,2,22,2023-06-15,0.06,4,89
1556,Listing 1556,5604,Host105,Queens,Astoria,40.61897,-73.73301,Entire home/apt,112.02,2,16,2023-06-15,1.9,9,42
1557,Listing 1557,4768,Host112,Queens,Flushing,40.62608,-73.79767,Entire home/apt,112.88,3,28,2023-06-15,1.39,5,342
1558,Listing 1558,3444,Host24,Queens,Long Island City,40.57132,-73.73225,Private room,89.41,2,20,2023-06-15,0.72,4,13
1559,Listing 1559,3423,Host53,Manhattan,Upper West Side,40.77016,-73.9514,Entire home/apt,249.67,1,14,2023-06-15,2.04,4,21
1560,Listing 1560,4762,Host480,Staten Island,St. George,40.85244,-73.86228,Entire home/apt,127.4,30,23,2023-06-15,0.62,5,276
1561,Listing 1561,8532,Host228,Queens,Astoria,40.86291,-74.00256,Private room,119.63,1,22,2023-06-15,1.38,2,44
1562,Listing 1562,7712,Host488,Staten Island,Tottenville,40.85288,-73.80899,Entire home/apt,163.69,1,19,2023-06-15,3.84,4,124
1563,Listing 1563,8076,Host412,Queens,Astoria,40.61312,-73.90035,Entire home/apt,149.58,1,27,2023-06-15,0.54,3,159
1564,Listing 1564,5175,Host14,Brooklyn,Bedford-Stuyvesant,40.80465,-73.87451,Entire home/apt,211.8,5,19,2023-06-15,1.34,4,70
1565,Listing 1565,6628,Host365,Manhattan,Chelsea,40.71965,-73.71872,Entire home/apt,271.2,1,14,2023-06-15,1.87,9,317
1566,Listing 1566,6677,Host467,Brooklyn,Park Slope,40.89709,-73.79213,Private room,119.92,1,20,2023-06-15,1.4,4,145
1567,Listing 1567,2363,Host162,Manhattan,Upper West Side,40.65741,-73.8877,Private room,104.84,1,27,2023-06-15,0.85,9,53
1568,Listing 1568,5150,Host5,Queens,Long Island City,40.88386,-73.85247,Entire home/apt,78.82,30,24,2023-06-15,0.59,2,81
1569,Listing 1569,8051,Host258,Brooklyn,Bedford-Stuyvesant,40.77825,-73.71934,Entire home/apt,183.24,1,18,2023-06-15,0.19,1,141
1570,Listing 1570,5151,Host374,Manhattan,Chelsea,40.70175,-73.71151,Entire home/apt,325.59,3,17,2023-06-15,0.13,3,297
1571,Listing 1571,4080,Host413,Brooklyn,Williamsburg,40.50383,-73.93423,Private room,82.7,3,22,2023-06-15,1.11,2,288
1572,Listing 1572,3031,Host485,Brooklyn,Bedford-Stuyvesant,40.56039,-73.76175,Entire home/apt,181.6,1,19,2023-06-15,1.78,7,99
1573,Listing 1573,6255,Host327,Manhattan,Harlem,40.51723,-73.99521,Entire home/apt,259.78,2,19,2023-06-15,0.09,1,59
1574,Listing 1574,3407,Host64,Manhattan,Harlem,40.87752,-73.93063,Entire home/apt,236.97,3,20,2023-06-15,2.25,6,148
1575,Listing 1575,4268,Host135,Queens,Astoria,40.50592,-73.95602,Private room,105.48,1,20,2023-06-15,1.73,8,296
1576,Listing 1576,8506,Host236,Brooklyn,Williamsburg,40.63584,-73.99923,Shared room,39.5,5,26,2023-06-15,0.07,9,174
1577,Listing 1577,5907,Host299,Manhattan,SoHo,40.72087,-73.75382,Entire home/apt,292.22,1,19,2023-06-15,0.39,4,361
1578,Listing 1578,6679,Host317,Brooklyn,Williamsburg,40.61096,-73.8014,Entire home/apt,255.56,2,14,2023-06-15,1.79,5,135
1579,Listing 1579,2382,Host235,Manhattan,Harlem,40.7416,-73.95933,Entire home/apt,267.49,5,15,2023-06-15,2.87,5,92
1580,Listing 1580,2290,Host355,Brooklyn,Bushwick,40.81004,-73.78552,Entire home/apt,163.87,2,16,2023-06-15,0.63,5,318
1581,Listing 1581,7767,Host474,Queens,Flushing,40.7141,-73.73056,Private room,82.29,1,22,2023-06-15,0.01,5,339
1582,Listing 1582,5014,Host182,Queens,Flushing,40.59373,-73.87001,Private room,154.74,3,18,2023-06-15,0.29,5,318
1583,Listing 1583,1202,Host402,Manhattan,Harlem,40.74611,-73.99248,Entire home/apt,224.52,1,24,2023-06-15,0.18,1,96
1584,Listing 1584,3983,Host300,Brooklyn,Park Slope,40.52038,-73.8758,Entire home/apt,86.88,1,22,2023-06-15,0.04,1,227
1585,Listing 1585,1406,Host245,Brooklyn,Bushwick,40.62987,-73.88994,Private room,73.16,1,26,2023-06-15,3.47,2,191
1586,Listing 1586,2101,Host52,Manhattan,Chelsea,40.84703,-73.87314,Private room,151.26,5,23,2023-06-15,0.88,9,50
1587,Listing 1587,6850,Host328,Manhattan,SoHo,40.62421,-73.92384,Entire home/apt,221.73,2,21,2023-06-15,0.25,9,307
1588,Listing 1588,2664,Host230,Brooklyn,Bedford-Stuyvesant,40.6638,-73.88692,Entire home/apt,169.21,1,13,2023-06-15,0.37,4,318
1589,Listing 1589,5846,Host360,Brooklyn,Bushwick,40.60117,-73.76636,Entire home/apt,260.26,1,23,2023-06-15,0.19,5,8
1590,Listing 1590,7807,Host87,Brooklyn,Bushwick,40.80659,-73.74106,Entire home/apt,112.59,5,19,2023-06-15,0.33,4,230
1591,Listing 1591,9138,Host22,Queens,Flushing,40.57235,-73.9852,Entire home/apt,149.74,1,24,2023-06-15,0.16,8,232
1592,Listing 1592,3376,Host333,Manhattan,SoHo,40.81655,-73.99919,Shared room,80.94,7,20,2023-06-15,1.23,9,138
1593,Listing 1593,3817,Host254,Manhattan,SoHo,40.71939,-74.01831,Private room,149.37,1,10,2023-06-15,2.84,2,338
1594,Listing 1594,2956,Host277,Brooklyn,Williamsburg,40.86483,-73.7897,Private room,70.15,1,13,2023-06-15,3.77,1,140
1595,Listing 1595,2015,Host288,Manhattan,Upper West Side,40.61228,-73.93687,Private room,55.02,1,14,2023-06-15,0.06,4,89
1596,Listing 1596,7861,Host32,Bronx,Riverdale,40.86509,-73.8796,Entire home/apt,99.98,5,23,2023-06-15,1.75,2,72
1597,Listing 1597,3844,Host279,Brooklyn,Bushwick,40.82634,-73.91203,Entire home/apt,126.56,1,22,2023-06-15,0.34,6,36
1598,Listing 1598,1017,Host486,Brooklyn,Bushwick,40.62279,-73.97325,Entire home/apt,113.43,3,18,2023-06-15,0.72,1,163
1599,Listing 1599,7665,Host452,Brooklyn,Bushwick,40.77258,-73.72182,Shared room,66.72,1,16,2023-06-15,1.6,7,254
1600,Listing 1600,2185,Host340,Staten Island,Tottenville,40.6161,-73.89058,Entire home/apt,152.36,1,21,2023-06-15,1.35,9,40
1601,Listing 1601,4204,Host86,Manhattan,Upper West Side,40.58457,-73.78917,Entire home/apt,238.24,2,28,2023-06-15,1.67,7,307
1602,Listing 1602,5254,Host493,Brooklyn,Williamsburg,40.50175,-73.86794,Private room,65.63,1,23,2023-06-15,2.14,3,6
1603,Listing 1603,3631,Host202,Queens,Long Island City,40.53773,-73.86497,Private room,46.08,1,18,2023-06-15,0.47,1,365
1604,Listing 1604,8164,Host41,Brooklyn,Bedford-Stuyvesant,40.55585,-73.9763,Private room,26.22,3,14,2023-06-15,0.66,5,185
1605,Listing 1605,5174,Host494,Manhattan,Chelsea,40.86811,-73.74198,Shared room,94.66,2,18,2023-06-15,0.37,7,42
1606,Listing 1606,5345,Host144,Queens,Flushing,40.56669,-73.84826,Private room,59.6,5,16,2023-06-15,0.85,9,93
1607,Listing 1607,6850,Host195,Queens,Long Island City,40.75425,-73.81809,Entire home/apt,101.07,3,23,2023-06-15,1.74,1,156
1608,Listing 1608,4412,Host299,Manhattan,Upper West Side,40.58517,-73.78883,Entire home/apt,219.45,1,26,2023-06-15,1.02,4,207
1609,Listing 1609,3884,Host448,Staten Island,Tottenville,40.7472,-74.03153,Entire home/apt,126.57,3,13,2023-06-15,1.81,2,43
1610,Listing 1610,7578,Host30,Brooklyn,Williamsburg,40.50759,-73.90499,Private room,109.95,1,23,2023-06-15,0.82,1,122
1611,Listing 1611,4752,Host57,Manhattan,SoHo,40.85327,-74.01181,Entire home/apt,209.18,1,29,2023-06-15,0.13,1,181
1612,Listing 1612,3298,Host138,Manhattan,Upper West Side,40.5832,-73.8249,Entire home/apt,222.66,2,20,2023-06-15,1.17,5,20
1613,Listing 1613,3609,Host35,Manhattan,Harlem,40.7352,-73.76318,Entire home/apt,287.22,5,18,2023-06-15,1.81,7,240
1614,Listing 1614,3287,Host175,Manhattan,Upper West Side,40.89839,-73.96574,Private room,129.04,7,13,2023-06-15,0.3,4,220
1615,Listing 1615,6412,Host7,Brooklyn,Bedford-Stuyvesant,40.62007,-73.80194,Private room,143.94,1,19,2023-06-15,0.61,5,291
1616,Listing 1616,8768,Host16,Brooklyn,Williamsburg,40.8929,-73.71743,Private room,37.42,5,19,2023-06-15,0.3,8,261
1617,Listing 1617,8426,Host400,Manhattan,Upper West Side,40.84865,-73.85918,Private room,208.42,2,20,2023-06-15,1.43,9,356
1618,Listing 1618,2153,Host66,Manhattan,Chelsea,40.65617,-73.93204,Private room,171.63,2,26,2023-06-15,1.49,1,155
1619,Listing 1619,3375,Host171,Manhattan,Upper West Side,40.5776,-73.75363,Entire home/apt,233.33,2,22,2023-06-15,2.12,3,14
1620,Listing 1620,5002,Host285,Brooklyn,Bedford-Stuyvesant,40.79363,-74.01311,Private room,83.46,1,11,2023-06-15,0.21,4,141
1621,Listing 1621,8097,Host101,Manhattan,Chelsea,40.5105,-73.71828,Private room,132.56,3,12,2023-06-15,1.25,1,13
1622,Listing 1622,6057,Host403,Queens,Flushing,40.88749,-73.78695,Entire home/apt,129.76,1,18,2023-06-15,1.75,2,48
1623,Listing 1623,1699,Host114,Bronx,Riverdale,40.587,-73.80081,Entire home/apt,96.05,7,17,2023-06-15,0.13,4,150
1624,Listing 1624,5509,Host380,Manhattan,Upper West Side,40.69184,-73.949,Entire home/apt,282.75,2,15,2023-06-15,0.15,9,197
1625,Listing 1625,6745,Host385,Queens,Astoria,40.50736,-74.00253,Entire home/apt,124.21,1,13,2023-06-15,0.06,4,191
1626,Listing 1626,2415,Host341,Bronx,Riverdale,40.78995,-73.90947,Entire home/apt,110.41,1,17,2023-06-15,4.4,8,86
1627,Listing 1627,9532,Host461,Manhattan,Harlem,40.77209,-73.83804,Entire home/apt,344.66,30,17,2023-06-15,0.32,6,77
1628,Listing 1628,5757,Host193,Queens,Long Island City,40.71893,-73.88913,Entire home/apt,174.34,1,22,2023-06-15,0.13,8,333
1629,Listing 1629,4560,Host420,Manhattan,Chelsea,40.75452,-73.79058,Private room,124.05,1,21,2023-06-15,1.18,1,24
1630,Listing 1630,1362,Host138,Queens,Long Island City,40.81258,-74.03468,Entire home/apt,166.41,3,20,2023-06-15,1.41,4,267
1631,Listing 1631,2128,Host466,Manhattan,Chelsea,40.82319,-73.96148,Private room,158.33,2,20,2023-06-15,0.31,1,202
1632,Listing 1632,9515,Host279,Manhattan,Upper West Side,40.78282,-73.90339,Private room,85.58,3,14,2023-06-15,2.17,3,126
1633,Listing 1633,3962,Host219,Brooklyn,Bushwick,40.59571,-73.7594,Private room,168.74,3,18,2023-06-15,2.11,4,226
1634,Listing 1634,6658,Host490,Manhattan,SoHo,40.51263,-73.83723,Entire home/apt,285.04,2,13,2023-06-15,7.93,4,129
1635,Listing 1635,6727,Host287,Manhattan,Chelsea,40.59366,-73.7038,Private room,107.77,1,19,2023-06-15,2.51,6,193
1636,Listing 1636,5475,Host114,Manhattan,Chelsea,40.66251,-73.91359,Private room,175.98,2,19,2023-06-15,0.75,8,364
1637,Listing 1637,4343,Host283,Manhattan,Upper West Side,40.74517,-73.94383,Entire home/apt,209.76,3,27,2023-06-15,1.55,2,236
1638,Listing 1638,7909,Host425,Manhattan,Upper West Side,40.87059,-73.86762,Private room,136.57,30,20,2023-06-15,0.76,3,361
1639,Listing 1639,4683,Host273,Brooklyn,Bedford-Stuyvesant,40.81615,-73.71317,Entire home/apt,166.12,1,20,2023-06-15,3.07,1,103
1640,Listing 1640,2058,Host117,Manhattan,Harlem,40.52366,-73.70568,Private room,98.07,5,22,2023-06-15,0.09,2,214
1641,Listing 1641,6350,Host203,Manhattan,Harlem,40.7782,-73.82149,Entire home/apt,252.35,1,16,2023-06-15,1.91,5,228
1642,Listing 1642,7363,Host82,Manhattan,SoHo,40.87098,-73.78749,Entire home/apt,219.5,2,15,2023-06-15,0.74,7,31
1643,Listing 1643,6290,Host143,Brooklyn,Park Slope,40.8068,-73.97653,Private room,79.77,2,13,2023-06-15,2.26,6,12
1644,Listing 1644,5252,Host80,Manhattan,Harlem,40.50002,-73.72387,Entire home/apt,191.38,2,22,2023-06-15,0.99,3,325
1645,Listing 1645,3096,Host206,Brooklyn,Bushwick,40.53008,-73.89999,Private room,143.96,1,22,2023-06-15,4.07,6,275
1646,Listing 1646,6238,Host365,Brooklyn,Bushwick,40.88798,-73.70436,Private room,139.86,2,26,2023-06-15,0.34,3,267
1647,Listing 1647,5196,Host60,Queens,Flushing,40.79925,-73.87775,Entire home/apt,192.39,1,26,2023-06-15,0.39,3,85
1648,Listing 1648,1875,Host15,Manhattan,Chelsea,40.64989,-73.78238,Private room,194.45,1,20,2023-06-15,1.19,3,315
1649,Listing 1649,8798,Host57,Brooklyn,Bedford-Stuyvesant,40.51265,-73.89843,Shared room,69.23,3,23,2023-06-15,1.94,1,278
1650,Listing 1650,9184,Host294,Brooklyn,Bedford-Stuyvesant,40.821,-73.94632,Private room,20.0,1,20,2023-06-15,1.91,9,43
1651,Listing 1651,2977,Host447,Manhattan,Chelsea,40.60868,-73.74597,Private room,239.94,1,12,2023-06-15,4.53,2,244
1652,Listing 1652,4819,Host24,Brooklyn,Bedford-Stuyvesant,40.76344,-73.87914,Private room,49.52,1,24,2023-06-15,0.5,7,21
1653,Listing 1653,8637,Host380,Manhattan,Harlem,40.65138,-73.97185,Entire home/apt,189.83,3,23,2023-06-15,1.87,4,250
1654,Listing 1654,8661,Host350,Brooklyn,Park Slope,40.57942,-74.04879,Entire home/apt,182.47,5,18,2023-06-15,0.71,3,361
1655,Listing 1655,5587,Host473,Manhattan,Upper West Side,40.56475,-73.93492,Entire home/apt,197.54,5,15,2023-06-15,3.05,7,47
1656,Listing 1656,1227,Host495,Brooklyn,Williamsburg,40.85117,-73.77484,Entire home/apt,161.91,5,24,2023-06-15,0.98,7,157
1657,Listing 1657,4684,Host204,Manhattan,SoHo,40.89347,-73.98347,Private room,133.45,2,20,2023-06-15,2.02,1,327
1658,Listing 1658,2160,Host398,Manhattan,Harlem,40.53261,-73.9686,Entire home/apt,332.38,7,20,2023-06-15,2.2,6,109
1659,Listing 1659,7721,Host155,Brooklyn,Park Slope,40.75616,-73.72821,Entire home/apt,199.47,2,17,2023-06-15,2.13,3,344
1660,Listing 1660,5433,Host292,Manhattan,Harlem,40.74691,-73.82315,Entire home/apt,217.77,7,19,2023-06-15,0.37,5,108
1661,Listing 1661,2867,Host310,Brooklyn,Park Slope,40.58076,-73.72253,Shared room,20.0,1,19,2023-06-15,0.92,8,325
1662,Listing 1662,3700,Host475,Brooklyn,Williamsburg,40.78212,-73.88024,Entire home/apt,186.0,1,28,2023-06-15,1.86,6,344
1663,Listing 1663,8465,Host160,Queens,Flushing,40.77703,-73.96332,Private room,21.38,1,16,2023-06-15,0.31,9,120
1664,Listing 1664,5568,Host158,Manhattan,Upper West Side,40.8475,-73.83606,Entire home/apt,164.41,1,20,2023-06-15,0.07,3,27
1665,Listing 1665,7300,Host52,Manhattan,Chelsea,40.79695,-73.74205,Entire home/apt,200.7,7,16,2023-06-15,0.07,9,277
1666,Listing 1666,4948,Host178,Queens,Flushing,40.54696,-73.90408,Private room,113.47,1,14,2023-06-15,2.65,1,0
1667,Listing 1667,3925,Host478,Manhattan,Chelsea,40.78612,-73.88058,Entire home/apt,246.28,2,21,2023-06-15,0.66,5,132
1668,Listing 1668,1356,Host343,Staten Island,St. George,40.81396,-73.91537,Entire home/apt,165.1,1,21,2023-06-15,0.02,1,62
1669,Listing 1669,4178,Host365,Manhattan,Upper West Side,40.74612,-73.72331,Private room,93.96,7,21,2023-06-15,7.02,8,252
1670,Listing 1670,6177,Host384,Brooklyn,Park Slope,40.72709,-73.76536,Entire home/apt,161.81,2,18,2023-06-15,0.35,1,312
1671,Listing 1671,8791,Host408,Brooklyn,Bedford-Stuyvesant,40.64161,-73.93475,Entire home/apt,202.44,1,13,2023-06-15,0.33,1,79
1672,Listing 1672,9051,Host328,Brooklyn,Park Slope,40.88652,-73.83219,Entire home/apt,208.8,1,19,2023-06-15,1.99,7,330
1673,Listing 1673,9128,Host36,Manhattan,Chelsea,40.72602,-73.83471,Shared room,101.78,2,25,2023-06-15,0.64,1,12
1674,Listing 1674,7522,Host114,Staten Island,Tottenville,40.51644,-73.91369,Entire home/apt,57.6,2,17,2023-06-15,0.53,6,187
1675,Listing 1675,5936,Host77,Manhattan,Chelsea,40.53719,-73.73195,Entire home/apt,244.72,1,22,2023-06-15,0.57,5,178
